anio,conglome,vivienda,hogar,codperso,p207,p207_label,p208a,p301a,p301a_label,p301a1,p301a1_label,p505r4,p505r4_label,txt505,txt505b,p506r4,p506r4_label,txt506,p507,p507_label,p510,p510_label,txt505_clean,txt505b_clean,txt506_clean,texto_final,texto_concatenado,label_id,predicted_label,true_label,confidence
2023,016677,068,11,01,1,hombre,51,6.0,secundaria completa,,,7128,pintores de brocha gorda,OPERARIO DE CONSTRUCCION,LIJAR PARED PINTAR PARED,4330,terminación y acabado de edificios,SERVICIO DE PINTADO DE VIVIENDA PARTICULAR EDIFICIO,4.0,obrero,6.0,empresa o patrono privado,operario de construccion,lijar pared pintar pared,servicio de pintado de vivienda particular edificio,operario de construccion lijar pared pintar pared servicio de pintado de vivienda particular edificio,"operario de construccion lijar pared pintar pared servicio de pintado de vivienda particular edificio , edad: 51 años , educación: secundaria completa , desempeño: obrero",236.0,9313,7128,0.97164303
2023,017745,021,11,08,1,hombre,31,6.0,secundaria completa,,,7322,ebanistas y afines,CARPINTERO DE MUEBLES DE METAL,SOLDAR PUERTAS VENTANAS CARROCERÍA,3100,fabricación de muebles,TALLER DE CARPINTERÍA EN MUEBLE METÁLICO,4.0,obrero,6.0,empresa o patrono privado,carpintero de muebles de metal,soldar puertas ventanas carrocería,taller de carpintería en mueble metálico,carpintero de muebles de metal soldar puertas ventanas carrocería taller de carpintería en mueble metálico,"carpintero de muebles de metal soldar puertas ventanas carrocería taller de carpintería en mueble metálico , edad: 31 años , educación: secundaria completa , desempeño: obrero",253.0,7221,7322,0.912206
2020,018163,026,22,01,2,mujer,27,9.0,superior universitaria incompleta,,,5213,vendedores en kiosco fijo y puestos de mercado,VENDEDORA DE BOCADITOS ALFAJORES QUEQUES BISCOCHOS,COMPRAR VENDER COBRAR,4781,"venta al por menor de alimentos, bebidas y productos del tabaco en puestos de venta y mercados",VENTA POR MENOR DE BOCADITOS ALFAJORES QUEQUES BISCOCHOS EN VITRINA DE,2.0,trabajador independiente,,<NA>,vendedora de bocaditos alfajores queques biscochos,comprar vender cobrar,venta por menor de bocaditos alfajores queques biscochos en vitrina de,vendedora de bocaditos alfajores queques biscochos comprar vender cobrar venta por menor de bocaditos alfajores queques biscochos en vitrina de,"vendedora de bocaditos alfajores queques biscochos comprar vender cobrar venta por menor de bocaditos alfajores queques biscochos en vitrina de , edad: 27 años , educación: superior universitaria incompleta , desempeño: trabajador independiente",194.0,5212,5213,0.99803954
2024,017102,155,11,02,2,mujer,47,8.0,superior no universitaria completa,337025.0,secretariado ejecutivo,4110,jefes de empleados administrativos,JEFE DE VENTAS EN EMPRESA AUTOMOTRIZ,GESTIONAR INVENTARIO DE VENTAS CONTRATAR CONTROLAR PERSONAL,4510,venta de vehículos automotores,VENTA DE VEHICULOS COMBI CAMION CAMIONETA EN LOCAL,3.0,empleado,6.0,empresa o patrono privado,jefe de ventas en empresa automotriz,gestionar inventario de ventas contratar controlar personal,venta de vehículos combi camión camioneta en local,jefe de ventas en empresa automotriz gestionar inventario de ventas contratar controlar personal venta de vehículos combi camión camioneta en local,"jefe de ventas en empresa automotriz gestionar inventario de ventas contratar controlar personal venta de vehículos combi camión camioneta en local , edad: 47 años , educación: superior no universitaria completa , desempeño: empleado",158.0,5221,4110,0.5082404
2022,017963,029,11,06,1,hombre,21,6.0,secundaria completa,,,7128,pintores de brocha gorda,PINTADOR DE SEÑALIZACIÓN DE VIAS DE TRÁNSITO,RASPAR PINTAR,4330,terminación y acabado de edificios,SERVICIO DE PINTADO DE SEÑALIZACIÓN DE VIAS DE TRÁNSITO,4.0,obrero,6.0,empresa o patrono privado,pintado de señalización de vías de tránsito,raspar pintar,servicio de pintado de señalización de vías de tránsito,pintado de señalización de vías de tránsito raspar pintar servicio de pintado de señalización de vías de tránsito,"pintado de señalización de vías de tránsito raspar pintar servicio de pintado de señalización de vías de tránsito , edad: 21 años , educación: secundaria completa , desempeño: obrero",236.0,7129,7128,0.8542352
2022,008902,003,11,02,1,hombre,14,4.0,primaria completa,,,9629,otras ocupaciones elementales,AYUDANTE DE TEJEDOR DE ESTERA,AYUDAR A CORTAR  APLASTAR CARRIZO,1629,"fabricación de otros productos de madera; fabricación de artículos de corcho, paja y materiales trenzables",TEJIDO VENTA DE ESTERA EN SU VIVIENDA,5.0,trabajador familiar no remunerado,,<NA>,ayudante de tejedor de estera,ayudar a cortar aplastar carrizo,tejido venta de estera en su vivienda,ayudante de tejedor de estera ayudar a cortar aplastar carrizo tejido venta de estera en su vivienda,"ayudante de tejedor de estera ayudar a cortar aplastar carrizo tejido venta de estera en su vivienda , edad: 14 años , educación: primaria completa , desempeño: trabajador familiar no remunerado",356.0,7313,9629,0.9452779
2021,015270,104,11,02,2,mujer,68,1.0,sin nivel,,,6320,trabajadores pecuarios de subsistencia,PRODUCTORA PECUARIA,LIMPIAR CORRAL ALIMENTAR ANIMAL,0149,cria  de otros animales,CRIANZA DE CUY,2.0,trabajador independiente,,<NA>,productora pecuaria,limpiar corral alimentar animal,crianza de cuy,productora pecuaria limpiar corral alimentar animal crianza de cuy,"productora pecuaria limpiar corral alimentar animal crianza de cuy , edad: 68 años , educación: sin nivel educativo , desempeño: trabajador independiente",225.0,6121,6320,0.9908013
2024,015634,018,11,01,2,mujer,35,7.0,superior no universitaria incompleta,332065.0,administración de servicios de hosteleria,5223,asistentes de venta en tiendas y almacenes,AYUDANTE DE VENDEDOR DE ABARROTES,MANIPULAR ALIMENTOS HACER COMPRAS HACER CUENTAS SUPERVISAR CALIDAD DE,4630,"venta al por mayor de alimentos, bebidas y tabaco",VENTA DE ABARROTES VERDURAS POR MENOR MAYOR PARA CONCESIONARIA EN LOCA,3.0,empleado,6.0,empresa o patrono privado,ayudante de vendedor de abarrotes,manipular alimentos hacer compras hacer cuentas supervisar calidad de,venta de abarrotes verduras por menor mayor para concesionaria en loca,ayudante de vendedor de abarrotes manipular alimentos hacer compras hacer cuentas supervisar calidad de venta de abarrotes verduras por menor mayor para concesionaria en loca,"ayudante de vendedor de abarrotes manipular alimentos hacer compras hacer cuentas supervisar calidad de venta de abarrotes verduras por menor mayor para concesionaria en loca , edad: 35 años , educación: superior no universitaria incompleta , desempeño: empleado",197.0,5211,5223,0.9908031
2022,017797,151,11,02,2,mujer,31,10.0,superior universitaria completa,335116.0,negocios internacionales (se incluye la carrera international business),4419,otro personal de apoyo administrativo,ASISTENTE PRESENCIAL  DEL AREA DE RECLAMOS,ANALIZAR RECLAMOS BUSCAR UNA SOLUCIÓN PROPONER MEJORAS,6512,otros tipos de seguros,VENTA  POR MAYOR Y MENOR DE SEGUROS DE VIDA Y  VEHICULAR SOAT,3.0,empleado,6.0,empresa o patrono privado,asistente presencial del area de reclamos,analizar reclamos buscar una solución proponer mejoras,venta por mayor y menor de seguros de vida y vehicular soat,asistente presencial del area de reclamos analizar reclamos buscar una solución proponer mejoras venta por mayor y menor de seguros de vida y vehicular soat,"asistente presencial del area de reclamos analizar reclamos buscar una solución proponer mejoras venta por mayor y menor de seguros de vida y vehicular soat , edad: 31 años , educación: superior universitaria completa , desempeño: empleado",183.0,3411,4419,0.37593848
2023,019133,019,11,02,1,hombre,50,6.0,secundaria completa,,,9629,otras ocupaciones elementales,CORTADOR DE TRUCHA,CORTAR DESVICERAR TRUCHA,0322,acuicultura en agua dulce,CRIANZA DE TRUCHA EN PSICIGRANJA,4.0,obrero,6.0,empresa o patrono privado,cortador de trucha,cortar desvicerar trucha,crianza de trucha en psicigranja,cortador de trucha cortar desvicerar trucha crianza de trucha en psicigranja,"cortador de trucha cortar desvicerar trucha crianza de trucha en psicigranja , edad: 50 años , educación: secundaria completa , desempeño: obrero",356.0,7511,9629,0.41053617
2024,017585,062,11,01,1,hombre,22,8.0,superior no universitaria completa,112015.0,educación primaria,5212,vendedores minoristas en tiendas y establecimientos (excepto kioscos y mercados),VENDEDOR DE COMBUSTIBLE,VENDER ATENDER AL CLIENTE,4730,venta al por menor de combustible para vehículos automotores en almacenes especializados,VENTA DE COMBUSTIBLE GRIFO,3.0,empleado,6.0,empresa o patrono privado,vendedor de combustible,vender atender al cliente,venta de combustible grifo,vendedor de combustible vender atender al cliente venta de combustible grifo,"vendedor de combustible vender atender al cliente venta de combustible grifo , edad: 22 años , educación: superior no universitaria completa , desempeño: empleado",193.0,5244,5212,0.94003636
2021,016329,040,11,02,1,hombre,52,6.0,secundaria completa,,,9112,"limpiadores y asistentes de oficinas, hoteles y otros establecimientos",BARRENDERO DE EDIFICIO,BARRER TRAPEAR ENCERAR PISO MANTENER PISCINA JARDÍN,9499,actividades de otras organizaciones  n.c.p.,JUNTA DE PROPIETARIOS DE EDIFICIO,4.0,obrero,6.0,empresa o patrono privado,barrendero de edificio,barrer trapear encerar piso mantener piscina jardín,junta de propietarios de edificio,barrendero de edificio barrer trapear encerar piso mantener piscina jardín junta de propietarios de edificio,"barrendero de edificio barrer trapear encerar piso mantener piscina jardín junta de propietarios de edificio , edad: 52 años , educación: secundaria completa , desempeño: obrero",314.0,9613,9112,0.6990265
2022,018195,109,11,01,1,hombre,55,4.0,primaria completa,,,7113,carpinteros de armar y armados de casas,CARPINTERO,CORTAR PEGAR  LIJAR,1622,fabricación de partes y piezas de carpintería para edificios y construcciones,SERVICIO DE CARPINTERÍA DE MESA SILLA PIZARRONES DE MADERA EN TALLER,2.0,trabajador independiente,,<NA>,carpintero,cortar pegar lijar,servicio de carpintería de mesa silla pizarrones de madera en taller,carpintero cortar pegar lijar servicio de carpintería de mesa silla pizarrones de madera en taller,"carpintero cortar pegar lijar servicio de carpintería de mesa silla pizarrones de madera en taller , edad: 55 años , educación: primaria completa , desempeño: trabajador independiente",228.0,7322,7113,0.99439645
2024,019466,014,11,02,2,mujer,25,10.0,superior universitaria completa,112016.0,educación primaria,5212,vendedores minoristas en tiendas y establecimientos (excepto kioscos y mercados),AYUDANTE DE VENDEDOR DE PAPA,VENDER ATENDER  A CLIENTE OFRECER,4721,venta al por menor de alimentos en almacenes especializados,VENTA DE PAPA CHU O POR MENOR EN TIERRA,5.0,trabajador familiar no remunerado,,<NA>,ayudante de vendedor de papa,vender atender a cliente ofrecer,venta de papa chu o por menor en tierra,ayudante de vendedor de papa vender atender a cliente ofrecer venta de papa chu o por menor en tierra,"ayudante de vendedor de papa vender atender a cliente ofrecer venta de papa chu o por menor en tierra , edad: 25 años , educación: superior universitaria completa , desempeño: trabajador familiar no remunerado",193.0,5213,5212,0.67762154
2023,018163,113,11,02,2,mujer,44,5.0,secundaria incompleta,,,8151,"operadores de máquinas de preparación de fibras, hilado y devanado",OPERARIA DE MAQUINA INDUSTRIAL DE MATERIA PRIMA,OPERAR MAQUINA  ESCOGER SELECCIONAR RETIRAR BOTELLA SACAR BOTELLA DE P,2013,fabricación de plásticos y de caucho sintético en formas primarias,FABRICACION DE FIBRA DE PLASTICO DE MATERIAL RECICLADO DE BOLLETAS PLA,4.0,obrero,6.0,empresa o patrono privado,operaría de maquina industrial de materia prima,operar maquina escoger seleccionar retirar botella sacar botella de p,fabricación de fibra de plastico de material reciclado de bolletas pla,operaría de maquina industrial de materia prima operar maquina escoger seleccionar retirar botella sacar botella de p fabricación de fibra de plastico de material reciclado de bolletas pla,"operaría de maquina industrial de materia prima operar maquina escoger seleccionar retirar botella sacar botella de p fabricación de fibra de plastico de material reciclado de bolletas pla , edad: 44 años , educación: secundaria incompleta , desempeño: obrero",292.0,8142,8151,0.8173818
2020,017793,050,11,02,2,mujer,72,10.0,superior universitaria completa,,,1321,directores y gerentes de industrias manufactureras,GERENTE DE PRODUCCION,FIRMAR CONTRATOS,2029,fabricación de otros productos químicos n.c.p.,FABRICACION DE PALITOS DE FÓSFORO,3.0,empleado,6.0,empresa o patrono privado,gerente de produccion,firmar contratos,fabricación de palitos de fósforo,gerente de produccion firmar contratos fabricación de palitos de fósforo,"gerente de produccion firmar contratos fabricación de palitos de fósforo , edad: 72 años , educación: superior universitaria completa , desempeño: empleado",21.0,1422,1321,0.17287913
2022,017151,146,11,01,2,mujer,48,6.0,secundaria completa,,,5241,"demostradores, degustadores y reponedores",VENDEDORA DE COLCHONES,VENDER OFRECER COLCHON ATENDER CLIENTES,4719,venta al por menor de otros productos en almacenes no especializados,VENTA DE COLCHONES POR MENOR EN SUPERMERCADOS,3.0,empleado,6.0,empresa o patrono privado,vendedora de colchones,vender ofrecer colchon atender clientes,venta de colchones por menor en supermercados,vendedora de colchones vender ofrecer colchon atender clientes venta de colchones por menor en supermercados,"vendedora de colchones vender ofrecer colchon atender clientes venta de colchones por menor en supermercados , edad: 48 años , educación: secundaria completa , desempeño: empleado",199.0,5212,5241,0.9989825
2023,018304,089,11,01,1,hombre,40,8.0,superior no universitaria completa,526055.0,mantenimiento de estructuras,3115,técnicos en ingeniería mecánica,PERSONAL DE MANTENIMIENTO DE LOS VEHICULOS DEL METROPOLITANO,REALIZAR MANTENIMIENTO REPARACION,4921,transporte terrestre de pasajeros de áreas urbanas y suburbanas,EMPRESA DE TRANSPORTE DE METROLITANO,3.0,empleado,6.0,empresa o patrono privado,personal de mantenimiento de los vehículos del metropolitano,realizar mantenimiento reparación,empresa de transporte de metrolitano,personal de mantenimiento de los vehículos del metropolitano realizar mantenimiento reparación empresa de transporte de metrolitano,"personal de mantenimiento de los vehículos del metropolitano realizar mantenimiento reparación empresa de transporte de metrolitano , edad: 40 años , educación: superior no universitaria completa , desempeño: empleado",93.0,9629,3115,0.774331
2024,016743,030,11,02,2,mujer,29,6.0,secundaria completa,,,2359,otros profesionales de la enseñanza,AUXILIAR DE EDUCACION PRIMARIA,CONTROLAR ENTRADA SALIDA DE ALUMNOS PROFESOR Y PERSONAL ADMINISTRATIVO,9499,actividades de otras organizaciones  n.c.p.,ASOCIACION DE PADRES DE FAMILIA,3.0,empleado,6.0,empresa o patrono privado,auxiliar de educación primaria,controlar entrada salida de alumnos profesor y personal administrativo,asociacion de padres de familia,auxiliar de educación primaria controlar entrada salida de alumnos profesor y personal administrativo asociacion de padres de familia,"auxiliar de educación primaria controlar entrada salida de alumnos profesor y personal administrativo asociacion de padres de familia , edad: 29 años , educación: secundaria completa , desempeño: empleado",66.0,5312,2359,0.98899686
2022,018589,009,11,01,1,hombre,54,8.0,superior no universitaria completa,524015.0,electricidad,3149,otros técnicos en control de procesos,SUPERVISOR DE ELECTRIFICACIÓN,SUPERVISAR EL TRABAJO DE ELECTRIFICACIÓN DAR MANTENIMIENTO A LOS MOTOR,3510,"producción, transmisión y distribución de energía eléctrica",GENERACION CAPTACION Y DISTRIBUCION DE ENERGIA ELECTRICA,3.0,empleado,3.0,empresa pública,supervisor de electrificación,supervisar el trabajo de electrificación dar mantenimiento a los motor,generación captación y distribución de energia electrica,supervisor de electrificación supervisar el trabajo de electrificación dar mantenimiento a los motor generación captación y distribución de energia electrica,"supervisor de electrificación supervisar el trabajo de electrificación dar mantenimiento a los motor generación captación y distribución de energia electrica , edad: 54 años , educación: superior no universitaria completa , desempeño: empleado",110.0,3113,3149,0.29599375
2020,009530,162,11,01,1,hombre,31,3.0,primaria incompleta,,,6223,pescadores de alta mar,PESCADOR ARTESANAL,EXTRAER PESCAR TIRAR RED,0311,pesca marítima,EXTRACCIÓN VENTA DE PESCADO EN EL MAR,2.0,trabajador independiente,,<NA>,pescador artesanal,extraer pescar tirar red,extracción venta de pescado en el mar,pescador artesanal extraer pescar tirar red extracción venta de pescado en el mar,"pescador artesanal extraer pescar tirar red extracción venta de pescado en el mar , edad: 31 años , educación: primaria incompleta , desempeño: trabajador independiente",222.0,6222,6223,0.9594844
2022,015123,164,11,02,1,hombre,16,5.0,secundaria incompleta,,,9112,"limpiadores y asistentes de oficinas, hoteles y otros establecimientos",PERSONAL DE LIMPIEZA DE PISCINA,LIMPIAR LAVAR DESINFECTAR PISCINA LLENAR AGUA,9329,otras actividades de diversión y esparcimiento n.c.p.,SERVICIO DE ALQUILER DE PISCINA EN RECREO,4.0,obrero,6.0,empresa o patrono privado,personal de limpieza de piscina,limpiar lavar desinfectar piscina llenar agua,servicio de alquiler de piscina en recreo,personal de limpieza de piscina limpiar lavar desinfectar piscina llenar agua servicio de alquiler de piscina en recreo,"personal de limpieza de piscina limpiar lavar desinfectar piscina llenar agua servicio de alquiler de piscina en recreo , edad: 16 años , educación: secundaria incompleta , desempeño: obrero",314.0,9129,9112,0.5105995
2023,018000,085,11,02,2,mujer,35,11.0,maestria/doctorado,335026.0,administración de negocios internacionales (se incluye la carrera de administración y negocios internacionales),4321,empleados de control de abastecimiento e inventario,ASISTENTE DE OPERACIONES,VER EXPORTACIONES REVISAR FACTURAS BOLETAS,5229,otras actividades complementarias de transporte,AGENCIA DE ADUANAS,3.0,empleado,6.0,empresa o patrono privado,asistente de operaciones,ver exportaciones revisar facturas boletas,agencia de aduanas,asistente de operaciones ver exportaciones revisar facturas boletas agencia de aduanas,"asistente de operaciones ver exportaciones revisar facturas boletas agencia de aduanas , edad: 35 años , educación: maestría o doctorado , desempeño: empleado",175.0,3331,4321,0.7799696
2020,010402,020,11,03,1,hombre,22,7.0,superior no universitaria incompleta,,,7221,herreros y forjadores,PEON EN CONSTRUCCION DE TECHO METALICO,SOLDAR FIERRO ARMAR TECHO METALICO,2511,fabricación de productos metálicos para uso estructural,ELABORACION DE TECHO METALICO PUERTA VENTANA BARANDA DE FIERRO EN TALL,4.0,obrero,6.0,empresa o patrono privado,peón en construccion de techo metalico,soldar fierro armar techo metalico,elaboracion de techo metalico puerta ventana baranda de fierro en tall,peón en construccion de techo metalico soldar fierro armar techo metalico elaboracion de techo metalico puerta ventana baranda de fierro en tall,"peón en construccion de techo metalico soldar fierro armar techo metalico elaboracion de techo metalico puerta ventana baranda de fierro en tall , edad: 22 años , educación: superior no universitaria incompleta , desempeño: obrero",241.0,9313,7221,0.34738538
2024,019530,043,11,01,2,mujer,73,3.0,primaria incompleta,,,9549,otros vendedores ambulantes de aparatos o artículos para el hogar,VENDEDORA DE EDREDONES ALMOHADA ROPA POLOS,VENDER COBRAR ORDENAR MERCADERIA,4799,"otros tipos de venta al por menor no realizada en almacenes, puestos de venta o mercados",VENTA AMBULATORIA DE EDREDONES CUBRECAMAS ALMOHADAS POLOR AL POR MENOR,2.0,trabajador independiente,,<NA>,vendedora de edredones almohada ropa polos,vender cobrar ordenar mercadería,venta ambulatoria de edredones cubrecamas almohadas dolor al por menor,vendedora de edredones almohada ropa polos vender cobrar ordenar mercadería venta ambulatoria de edredones cubrecamas almohadas dolor al por menor,"vendedora de edredones almohada ropa polos vender cobrar ordenar mercadería venta ambulatoria de edredones cubrecamas almohadas dolor al por menor , edad: 73 años , educación: primaria incompleta , desempeño: trabajador independiente",348.0,9541,9549,0.9370391
2020,008206,140,11,01,1,hombre,41,9.0,superior universitaria incompleta,331036.0,administración de empresas,3125,supervisores de transporte y servicios conexos,SUPERVISOR DE OPERACIONES LOGÍSTICAS,VERIFICAR  CUMPLIMIENTO DE PERSONAL DE TRABAJO,5022,transporte de carga por vías de navegación interiores,SERVICIOS DE TRANSPORTE FLUVIAL DE HIDROCARBUROS,3.0,empleado,6.0,empresa o patrono privado,supervisor de operaciones logísticas,verificar cumplimiento de personal de trabajo,servicios de transporte fluvial de hidrocarburos,supervisor de operaciones logísticas verificar cumplimiento de personal de trabajo servicios de transporte fluvial de hidrocarburos,"supervisor de operaciones logísticas verificar cumplimiento de personal de trabajo servicios de transporte fluvial de hidrocarburos , edad: 41 años , educación: superior universitaria incompleta , desempeño: empleado",101.0,3124,3125,0.8061005
2021,016344,027,11,01,1,hombre,40,8.0,superior no universitaria completa,331025.0,administración,7355,"tapiceros, colchoneros y afines",TEJEDOR DE REPLICA DE TAPISES,TEJER ENVOLVER,1392,"fabricación de artículos confeccionados con textiles, excepto prendas de vestir",TEJIDO DE TAPISES DE FORMA ARTESANLA EN,2.0,trabajador independiente,,<NA>,tejedor de replica de tapises,tejer envolver,tejido de tapises de forma artesanía en,tejedor de replica de tapises tejer envolver tejido de tapises de forma artesanía en,"tejedor de replica de tapises tejer envolver tejido de tapises de forma artesanía en , edad: 40 años , educación: superior no universitaria completa , desempeño: trabajador independiente",263.0,7351,7355,0.97078943
2021,007208,133,11,01,1,hombre,29,8.0,superior no universitaria completa,526165.0,mecanica automotriz,8160,"operadores de máquinas para elaborar alimentos, bebidas y productos afines",OPERADOR DE MAQUINA CLASIFICADORA DE ESPARRAGO,OPERAR MAQUINA,1030,procesamiento y conservación de frutas y vegetales,FABRICACION DE CONSERVA DE ESPARRAGO,4.0,obrero,6.0,empresa o patrono privado,operador de maquina clasificadora de espárrago,operar maquina,fabricación de conserva de espárrago,operador de maquina clasificadora de espárrago operar maquina fabricación de conserva de espárrago,"operador de maquina clasificadora de espárrago operar maquina fabricación de conserva de espárrago , edad: 29 años , educación: superior no universitaria completa , desempeño: obrero",298.0,7515,8160,0.44284156
2023,018612,051,11,03,1,hombre,22,6.0,secundaria completa,,,9549,otros vendedores ambulantes de aparatos o artículos para el hogar,VENDEDOR DE VERDURA CONDIMENTO,OFRECER PRODUCTO,4799,"otros tipos de venta al por menor no realizada en almacenes, puestos de venta o mercados",VENTA DE VERDURA CONDIMENTO POR MENOR  AMBULATORIO,2.0,trabajador independiente,,<NA>,vendedor de verdura condimento,ofrecer producto,venta de verdura condimento por menor ambulatorio,vendedor de verdura condimento ofrecer producto venta de verdura condimento por menor ambulatorio,"vendedor de verdura condimento ofrecer producto venta de verdura condimento por menor ambulatorio , edad: 22 años , educación: secundaria completa , desempeño: trabajador independiente",348.0,9521,9549,0.99602216
2020,006979,006,11,05,2,mujer,18,6.0,secundaria completa,,,7353,patronistas y cortadores de tela y afines,AYUDANTE DE SASTRE,PLANCHAR PRENDAS DE VESTIR REALIZAR CORTE DE TELA,1410,"fabricación de prendas de vestir, excepto prendas de peletería",CONFECCION DE PRENDAS DE VESTIR EN LOCAL,4.0,obrero,6.0,empresa o patrono privado,ayudante de sastre,planchar prendas de vestir realizar corte de tela,confección de prendas de vestir en local,ayudante de sastre planchar prendas de vestir realizar corte de tela confección de prendas de vestir en local,"ayudante de sastre planchar prendas de vestir realizar corte de tela confección de prendas de vestir en local , edad: 18 años , educación: secundaria completa , desempeño: obrero",261.0,7354,7353,0.96567774
2022,015976,021,11,01,1,hombre,29,10.0,superior universitaria completa,521046.0,ingeniería industrial,3314,técnicos en administración,ADMINISTRADOR,EVALUAR CUMPLIR CLAUSULAS DE CONTRATOS DE LAS EMPRESAS,4210,construcción de caminos y vías férreas,EMPRESA DE CONSTRUCCIÓN CIVIL DE CARRETERAS,3.0,empleado,6.0,empresa o patrono privado,administrador,evaluar cumplir clausulas de contratos de las empresas,empresa de construcción civil de carreteras,administrador evaluar cumplir clausulas de contratos de las empresas empresa de construcción civil de carreteras,"administrador evaluar cumplir clausulas de contratos de las empresas empresa de construcción civil de carreteras , edad: 29 años , educación: superior universitaria completa , desempeño: empleado",129.0,2421,3314,0.80879974
2021,017947,037,11,03,2,mujer,30,8.0,superior no universitaria completa,331115.0,administración de negocios,9533,vendedor ambulante de productos de tocador e higiene del hogar,VENDEDORA DE  COSMÉTICOS POR CATÁLOGO,VENDER COBRAR,4799,"otros tipos de venta al por menor no realizada en almacenes, puestos de venta o mercados",VENTA DE COSMÉTICOS POR CATÁLOGO VIA INTERNET,2.0,trabajador independiente,,<NA>,vendedora de cosméticos por catálogo,vender cobrar,venta de cosméticos por catálogo via internet,vendedora de cosméticos por catálogo vender cobrar venta de cosméticos por catálogo via internet,"vendedora de cosméticos por catálogo vender cobrar venta de cosméticos por catálogo via internet , edad: 30 años , educación: superior no universitaria completa , desempeño: trabajador independiente",341.0,5243,9533,0.9772962
2022,017602,082,11,02,2,mujer,54,3.0,primaria incompleta,,,7515,"trabajadores en la elaboración y conservación de productos elaborados a base de frutas, legumbres, verduras y afines.",CORTADORA DE PIMIENTO AJI,CORTAR PIMIENTO AJI,1030,procesamiento y conservación de frutas y vegetales,EMPRESA AGROINDUSTRIAL DE AJI PIMIENTO MANGO UVA PALTA,4.0,obrero,6.0,empresa o patrono privado,cortadora de pimiento aji,cortar pimiento aji,empresa agroindustrial de aji pimiento mango uva palta,cortadora de pimiento aji cortar pimiento aji empresa agroindustrial de aji pimiento mango uva palta,"cortadora de pimiento aji cortar pimiento aji empresa agroindustrial de aji pimiento mango uva palta , edad: 54 años , educación: primaria incompleta , desempeño: obrero",280.0,9629,7515,0.8385926
2024,017868,010,11,01,1,hombre,74,8.0,superior no universitaria completa,714035.0,enfermeria tecnica,5211,vendedores mayoristas,ASISTENTE DE VENTAS,PROMOCIONAR VENTAR COBRAR,4659,venta al por mayor de otro tipo de maquinaria y equipo,VENTA DE MATERIALES ESPECIALIZADOS DE SALUD POR MAYOR Y MENOR  EN LOCA,3.0,empleado,6.0,empresa o patrono privado,asistente de ventas,promocionar ventar cobrar,venta de materiales especializados de salud por mayor y menor en loca,asistente de ventas promocionar ventar cobrar venta de materiales especializados de salud por mayor y menor en loca,"asistente de ventas promocionar ventar cobrar venta de materiales especializados de salud por mayor y menor en loca , edad: 74 años , educación: superior no universitaria completa , desempeño: empleado",192.0,3322,5211,0.7229574
2020,009448,024,11,04,2,mujer,27,6.0,secundaria completa,,,6111,agricultores y trabajadores calificados de cultivos extensivos,PRODUCTOR AGRÍCOLA,SACAR LAS HIERVA ABONAR,0128,"cultivo de plantas aromáticas, medicinales y especias",CULTIVO ORÉGANO,2.0,trabajador independiente,,<NA>,productor agrícola,sacar las hierva abonar,cultivo orégano,productor agrícola sacar las hierva abonar cultivo orégano,"productor agrícola sacar las hierva abonar cultivo orégano , edad: 27 años , educación: secundaria completa , desempeño: trabajador independiente",212.0,6112,6111,0.9817275
2020,019650,069,11,01,2,mujer,28,5.0,secundaria incompleta,,,8159,otros operadores de máquinas para fabricar productos textiles y artículos de piel y cuero,TEJEDORA DE LLAVEROS,TEJER A PALITO,3290,otras industrias manufactureras n.c.p.,ELABORACION DE ADORNOS DE HILO A MANO LLAVEROS MUÑEQUITAS ADORNITOS,2.0,trabajador independiente,,<NA>,tejedora de llaveros,tejer a palito,elaboracion de adornos de hilo a mano llaveros muñequitas adornitos,tejedora de llaveros tejer a palito elaboracion de adornos de hilo a mano llaveros muñequitas adornitos,"tejedora de llaveros tejer a palito elaboracion de adornos de hilo a mano llaveros muñequitas adornitos , edad: 28 años , educación: secundaria incompleta , desempeño: trabajador independiente",297.0,7399,8159,0.96472245
2023,018987,035,11,02,2,mujer,35,6.0,secundaria completa,,,5212,vendedores minoristas en tiendas y establecimientos (excepto kioscos y mercados),VENDEDORA DE ABARROTE,CLEINTES,4721,venta al por menor de alimentos en almacenes especializados,VENTA DE ABARROTE POR MAYOR Y MENOR EN BODEGA POR MAYOR,3.0,empleado,6.0,empresa o patrono privado,vendedora de abarrote,cleintes,venta de abarrote por mayor y menor en bodega por mayor,vendedora de abarrote cleintes venta de abarrote por mayor y menor en bodega por mayor,"vendedora de abarrote cleintes venta de abarrote por mayor y menor en bodega por mayor , edad: 35 años , educación: secundaria completa , desempeño: empleado",193.0,5211,5212,0.99125844
